,content,sentiment
3348,@Gronnhair @buryprofs @DittoBistro it was indeed lovely and the team were incredibly attentive and on the ball. Cheese was a lively gesture!,joy
3349,"@Geminiak @LondonNPC you're welcome! #wordgeek \nAlso, good to put a face to the twitter feed, even if it was only a cheery hello! 😀",joy
3350,"...at your age, the heyday in the blood is tame...' @TheArtofCharm #shakespeareaninsults #hamlet #elizabethan #williamshakespeare",joy
3351,i was so embarrassed when she saw us i was like knvfkkjg she thinks we're stalkers n then she starts waving all cheerfully inviting us in 😩,joy
3352,"Good #CX most often doesn't require all that much. #smile, #care, #relate and be #helpful. Thanks, Lakis Court Hotel in #cyprus",joy
3353,4-2 Canada final tomorrow #WCH #Predictions #optimism #Canadian 🇨🇦,joy
3354,I turn 25 in two weeks. I am so happy. 24 was my darkest year yet. I am elated that I survived,joy
3355,"TheNiceBot: IndyMN I thought the holidays could not get any more cheerful, and then I met you. #TheNiceBot #الخفجي",joy
3356,The smell of freshly cut grass didn't even cheer me up...boy oh boy,joy
3357,@NateBLoL no it was that clear American naturally flavored sparkling water,joy
3358,"A cheerful heart is good medicine, but a broken spirit saps a person's strength.' {Proverbs 17:22} #WednesdayWisdom",joy
3359,Somebody who has braved the storm is brewing. #cheerful,joy
3360,Somebody who has braved the storm is brewing. ,joy
3361,"Ready for that nice, breezy, calm, sunshine weather.🍂🍁 #Autumn",joy
3362,"it gets better. without explanation; you just wake up one morning and you’re just happy, totally and utterly elated.",joy
3363,"Imagine how sad LA fans are gona be when they get eliminated...Man that's gonna be Nirvana, a religious experience rejoicing in their misery",joy
3364,Heather that was #hilarious! @MsHeatherBates @pattonoswalt @chrishansen #AnthonyWeiner #15gets20 #NYC,joy
3365,Val reminds me of one of the cheerful witches that looks after Aurora in Disney’s Sleeping Beauty. #GBBO,joy
3366,@GameGrumps THANK YOU SO MUCH FOR COMING TO DETROIT I'm going to sob joyful rainbows now brb,joy
3367,So far ours greet have raised £250 for @HGatChristmas with more to come in #sparkling @CllrJohnFox @simoncotton69,joy
3368,Each day is what you make of it! #goals #challenges #business #goals   #success #photographer #photography #ThursdayThoughts,joy
3369,Each day is what you make of it! #goals #challenges #business #goals #optimism #happy #success #photographer #photography #ThursdayThoughts,joy
3370,"If you don't respond to an email within 7 fays, you wifl be killed by an animated gif of the girl from The Ring.",joy
3371,"It's #HobbitDay! \nHobbit's give gifts on their birthdays, so I'm sharing the gift of #glee today! Find something that makes you happy!",joy
3372,incredible that anthony weiner has been caught chasing a busty milkmaid across a park at double speed while jaunty music plays,joy
3373,"@len_snart Mick nods. 'I would like that.' He went back to his food, smiling as he finished it.",joy
3374,@yungdoujin wouldn't that basically be sparkling water,joy
3375,"I'm absolutely in love with Laurie Hernandez, she's so adorable and is always so cheerful!",joy
3376,@HunterDean_ [he gives a gleeful squeak and wraps around you] All mine!,joy
3377,"@diehimbeertonis She developed her 'forced smile'. I can force myself to describe it 'a little hearty maybe, sanki biraz':)",joy
3378,"When we give cheerfully and accept gratefully, everyone is blessed. »Maya Angelou",joy
3379,A #new day to #live and #smile. Hope all the #followers a nice #night or #day. :D,joy
3380,"@DocBellsSwan *peers down at you, eyes crinkling with mirth and affection* I do love ye so, my bonnie Belle.",joy
3381,@bruins_514 @gorddownie @thehipdotcom It would be #TragicallyHip if they can #help @TOYSFORASMILE make #hospitalized  #sick #kids #smile 😊✌❤,joy
3382,Chris would take full responsibility and would want us all to rejoice in the memories we all had with him.,joy
3383,@Communism_Kills i get the subway melt and make sure it's only hearty italian bread... black olives are a must though,joy
3384,@hesham786 that's the spirit #optimism,joy
3385,@hesham786 that's the spirit ,joy
3386,"If yiu don't respond .o an email within 7 days, you willxbe killed by an animated gif of the girl froa The Ri.g.",joy
3387,@harrietemmett great minds think alike. #rejoice,joy
3388,@harrietemmett great minds think alike. ,joy
3389,Dolores.' A thin lipped smile graced glossed lips as she let blues peer over at the woman. ' A constant delight.. As always.',joy
3390,"@airtelindia have some issues with my broadband bill ,I am charged for the month before I signed up with airtel.. #hilarious",joy
3391,"@airtelindia have some issues with my broadband bill ,I am charged for the month before I signed up with airtel.. ",joy
3392,@Bridget_Jones was joyous. Worried I would be disappointed. Most definitely was not. #chickflick #giggles #comethefuckonbridget,joy
3393,Metal keeps you young and spry and keeps your hair luxurious.\n\nYES\n\nSHUT UP AND LISTEN TO ME,joy
3394,I hate it when im singing and some idiot thinks they can just join in with me like...this is not fcking glee #MeanRikonaBot,joy
3395,@chencouture LMAO Is it that 'so slutty' hater girl? That video was hilarious. 😂,joy
3396,@MichiganBromo Good optimism sir :),joy
3397,@billie21806 @cnnbrk tell that to your bodies cheering on the deaths of black people by cops. their fear is killing us.,joy
3398,@MacDsmash you should get some @SSB_Swedish delight,joy
3399,@kwelbyroberts they will come and you will rejoice at their arrival.,joy
3400,[Moment of levity on the B41] Baby: I want ISIS! Give me ISIS!\nMom: Shh!\nBaby: I want ISIS!\nWest Indian woman: She wants what?\nMom: *Ices*.,joy
3401,@tomlinmayniac starting my new challenge ! A glee poll every day !,joy
3402,How can l rule my mind !!!!!! \nIt's hilarious that you can't 😭😑😮,joy
3403,A lifetime of laughter at the expense of the death of a bachelor,joy
3404,"Our tone of voice: we're like One Direction, we're thoughtful and timid, yet playful",joy
3405,Sioux Valley wins home competitive #cheer invite with a score of 158. ...Dell Rapids second at 138,joy
3406,Tutoring gives me such an exhilarating feeling. I love helping people 😌,joy
3407,"@PhilGlutting Hey There Phil Glutting thank you for following us, it's appreciated :) #smile",joy
3408,"@PhilGlutting Hey There Phil Glutting thank you for following us, it's appreciated :) ",joy
3409,It feels good to get outside for a minute and get some fresh air.  It's hard to stay cooped up inside all day #breezy,joy
3410,It feels good to get outside for a minute and get some fresh air.  It's hard to stay cooped up inside all day ,joy
3411,@r0Ils ppl get triggered over u smiling they're irrelevant,joy
3412,@GigaFag @pipertownsend_ snapchat new would beg to differ #optimism,joy
3413,@GigaFag @pipertownsend_ snapchat new would beg to differ ,joy
3414,A hearty Jonza! to all my friends and follower.,joy
3415,@1johndes ball watching &amp; Rojo'd header was equally dreadful!!,sadness
3416,"A pessimist is someone who, when opportunity knocks, complains about the noise #mikeshumor",sadness
3417,A .500 season is all I'm looking for at this point. #depressing #royals,sadness
3418,"Stars, when you shine,\nYou know how I feel.\nScent of the pine, \nYou know how I feel.\nFreedom is mine,\nI know how I feel.\nI'm feelin' good.",sadness
3419,All I want to do is watch some netflix but I am stuck here in class. #depressing,sadness
3420,Buddha doesn't possess enough power to deliver you from your affliction!,sadness
3421,"Donating to Trump puts a damper on a very exciting @Cubs season. Really bad look, Ricketts family.",sadness
3422,"Hello my dear friends, I will be back online this Friday night. I miss you! #sober #sobriety #recovery",sadness
3423,"@ccrago It was dreadful, even after he met the Catfish he still thought it was her!",sadness
3424,watching this uni reveal is so depressing i miss stingrays :(,sadness
3425,Public products: high downhearted price tag consumer survey sum and substance: OVth,sadness
3426,Wow just watched Me Before You and it was seriously one of the most depressing movies of my life,sadness
3427,@kayleighmcenany  @DonaldJTrumpJr Is that really all you can offer for those who sacrifice daily to keep you safe...? @kayleighmcenany #sad,sadness
3428,@kayleighmcenany  @DonaldJTrumpJr Is that really all you can offer for those who sacrifice daily to keep you safe...? @kayleighmcenany ,sadness
3429,“Dyslexia is the affliction of a frozen genius.”― Stephen Richards,sadness
3430,@OHSOVICTORIOUS_ @FaZeAdapt We all seen it coming.. it's sad. But her Instagram comments on her pics are funny. Adapts fans blew it up 😂😂😂,sadness
3431,"[ @HedgehogDylan ] *she would frown a bit, folding her arms* 'why is it that every time I'm in need of assistance someone expects a lil **",sadness
3432,@abra @abra @abra what're you doing to my ears? To my soul?! #GoodMusic #melancholy,sadness
3433,I feel like an appendix. I don't have a purpose.  #depressed  #alone #lonely #broken  #cry #hurt #crying #life,sadness
3434,Might go on @RadioX tomorrow to hopefully win a new car. My current one stinks of gone off milk. #grim,sadness
3435,Season 3 and Charlie is still a prick! #lost,sadness
3436,@pmo100 @5liveSport .....I heard talk something is a miss. He looks weary.,sadness
3437,If Angelina Jolie can't keep a man no one can. Today we mourn because Love is dead,sadness
3438,"@DxfyingGrxvity - frustration, looking up at Elphaba in a frown of aggravation. Her high pitched voice was growing more and more --",sadness
3439,"@CovinoandRich just heard back2back,  guess that's why they call it the blues &amp; she's got the look, but I can only sing tickle sacks version",sadness
3440,SOBRIETY®   trying to make being sober fashionable….can it be done ? #zeroalcohol #soberoctober #clubsoda #nomorehangovers #sober,sadness
3441,"@StaceyDavidson_ You're a thief and a liberal mope, investigated by the financial services board for theft of govt retirement funds. THIEF",sadness
3442,This shit hurting my heart 😪 that's how serious it is .,sadness
3443,"Before the year ends I'll probably get master 12s or flu games, true blues, and space jams.",sadness
3444,@AnjiDunlap droop in leggings? Are they wearing XXXL?,sadness
3445,@trashcami this cured my depression,sadness
3446,This world has some serious issues we should all go to therapy,sadness
3447,If I had a little bit of extra money I would blow the whole paycheck and go to one of the two of @KygoMusic's concerts in LA. #serious,sadness
3448,"@kempicepoland don't think he did, and he didn't have the rucksack or laptop in his possession, murky business, on that note I'm away to bed",sadness
3449,"MC: what are you listen to these days?\nBogum: these days I feel gloomy, I listen to ccm (spiritual song) often.\n\nChurch oppa mode. :)",sadness
3450,It feel like we lost a family member🙄😂,sadness
3451,My life went from happy to unhappy..,sadness
3452,you are on an endless journey of figuring yourself out; don't be discouraged when you don't know who you are yet.,sadness
3453,On bedrest since I got out of the hospital. U find in unopened beer.. what do I do. Pour that shit out! No alcohol at all for me #sober,sadness
3454,"@LeePorter94 @DomMcGovern_ hi Dom I saw u at Notts county away, looking for 1 mufc away ticket will pay #blues",sadness
3455,"@LeePorter94 @DomMcGovern_ hi Dom I saw u at Notts county away, looking for 1 mufc away ticket will pay ",sadness
