Tweet,Affect Dimension
Forgot to thank @_JusDee_ and @djolder for sharing @therealpeela's day-making #happy video.,joy
"@TheGoatShow @GameGrumps now that I have been sucked into this wormhole of hilarity with no escape, I can say how weird and accurate this is",joy
Made my night that @GordonReid91 Reid was included in tonight's hilarity. Some of those points were brilliant. Thanks @andy_murray,joy
"now that I have my future planned out, I feel so much happier #goals #life  #igotthis #yay",joy
@tomlinmayniac starting my new challenge ! A glee poll every day !,joy
@reinervshunter you got this #staystrong #smile #yourebeautiful,joy
"Today I reached 1000 subscribers on YT!! , #goodday, #thankful",joy
Just got back from seeing @GaryDelaney in Burslem. AMAZING!! Face still hurts from laughing so much ,joy
"Elinor,' she laughed so little known, all over every body at the brilliant cheerfulness of sweetmeats and a fashion.",joy
"Loved @Bethenny independence msg on @WendyWilliams, be happy &amp; fulfilled within yourself &amp; positivity will flock to you  #independent",joy
Impractical Jokers...practically genius!!!  @BQQuinn  #good4thesoul #ImpracticalJokers #bingewatching,joy
I WANNA GET UP AND DANCE!!!! (but everyone is in bed) this sucks! Everyone wake up!! 😯 #hyper #happy #letsdance #dirtydancinginthemoonlight👌,joy
"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n#funny #pun #punny #hilarious #lol",joy
I'm so excited to see Nat tonight 😍😍.. And how happy and cheery she is! &amp; then I'm even more excited for her to get on social media 😍 #BB18,joy
Watch this amazing live.ly broadcast by @evanhufferd #lively #musically,joy
"@npagliaro1 That's awesome!  p.s. ok, what are the odds of that, swapping neighborhoods? #hilarious",joy
Love this! Laughing while crying works too! #katherinemansfield #failure  #dealingwithfailure,joy
"Ooh #hygge, candles, jasmine tea &amp; #GBBO #happy",joy
I'm a cheery ghost.,joy
Lets get this Astros/A's game going already!  We're going to need all 5 of you in attendance to cheer the A's to victory!,joy
The #chiropractor makes me so #happy.,joy
You're so cute @katienolan #truelove #hilarious @GarbageTime #beautiful &amp; #graceful never heard explicits spoken with such elegance. #Mingo,joy
@grahnort wonderful experience watching you yesterday at. @BBCLetItShine thankyou for the ,joy
🎉 It is time for a most joyous celebration! 🎉,joy
"@LoisJoanneLane Wagging his tail at the praise, he paused, tilting his head as she took the frisbee from him, letting out a playful -",joy
Watch this amazing live.ly broadcast by @footballrocks123456 #lively #musically,joy
My morning started off amazing!! Hopefully the whole day is going as i want it to go!\n #GreatDay ,joy
@sszmata @PKessel81 Blew up the Internet with his chirp. Lol. Love it.,joy
"@MrHenvin Thank you, happy birthday to you as well!",joy
When my friends send me ballons and fireworks through text... #amazing ,joy
Use your smile to change the world. Don't let the world change your smile.' #quote #actorslife  #love #hardworkpaysoff #fun,joy
So I survived spin....trying to get down the stairs was hilarious tho #jellylegs 😂😂,joy
"CommunitySleepCoach: Look at these #narcoleptic #puppies. Make you #smile. If you are human &amp; find yourself in such odd positions, seek #th…",joy
@iamTinaDatta love you so much #smile 😊😊,joy
"#happiness #recipe: an open mind, #laughter, a kind #heart &amp; #optimism",joy
"“Be #positive, #cheerful, #grateful and expectant.” @NightingaleEarl  #Success #Leadership",joy
@JoshNoneYaBiz I love parody accounts! Well done. Vote for #Trump. #lol ,joy
@GOT7Official @jrjyp happy birthday jin young!!!!!! #PrinceJinyoungDay  #happyjinyoungday #got7 #happy #birthday,joy
Nawaz Sharif is getting more funnier than @kapilsharmak9 day by day.  #challenge #kashmir #baloch,joy
"#BridgetJonesBaby is the best thing I've seen in ages! So funny, I've missed Bridget! #love #hilarious #TeamMark",joy
"Loved @Bethenny independence msg on @WendyWilliams, be happy &amp; fulfilled within yourself &amp; positivity will flock to you #happy #independent",joy
Remember: The life you have is a blessing for #God. Make it a joyful experience regardless of the odds. GBY,joy
"pummeling cheerfully, jauntily, utterly one-sidedly makes us harder, better, faster, stronger",joy
The little sniffle at the end of the song gets me every time. #rejoice,joy
"@Johncrookshanks 'Elizabeth Smith!' She said with a cheery smile 'Pleasure to meet you, sir! Where have you travelled from?'",joy
TheNiceBot: melbjs ;) Here is a smile and a wink from across the web. #TheNiceBot,joy
Vals always smiling I love it #gbbo,joy
@DuncM1981 @pmallon72 At the risk of being blocked I thought that video from the wake was hilarious.,joy
@SQLBek My liver is elated that isn't us,joy
Watch this amazing live.ly broadcast by @brooke_bridges  #musically,joy
#brigetjonesbabys #brigetjonesbaby was the best film! #hilarious - so good - so funny!! 🙌,joy
@soboleskih Okay this is hilarious,joy
Watch this amazing live.ly broadcast by @footballrocks123456  #musically,joy
I am so happy I have come across @HilltopBindery notebooks! #handmade would love to talk to you! #musthave #want #need #happy #amazing 📖🖋,joy
"@ToyStoriesInt They look FAB, they were made for the big screen!Can't wait to see this evolve &amp; the bright future of these little toy people",joy
#ukedchat A4 Just go outside (or to the gym hall) and play! \n #education  #learning,joy
Day 3 of #harvest16 - listening to the sound of the chopper working it's way closer to home at @mountaindairy makes me #happy. #farm365,joy
Batman the animated series is a gift from the 90s animation gods,joy
I love Mary's undying optimism. You could present her with dog shite and she'd find something good to say. #GBBO,joy
@R1Breakfast Totes had to re-listen to the endless hilarity that was Tom Odell's 'raaar' this morning 😂😂😂 @grimmers @fionaradio @TinaDaheley,joy
@xiankiefer @TheLincoln Book 5! It's so sprightly &amp; fun cuz he'd been reinvigorated by the Harry Potter series. I'm not kidding.,joy
Treat joy and laughter as a form of worship and spiritual warfare! #laughter #live #victory #worship,joy
@BrianaBanksxoxo I send ya a few #playful nibbles 😉,joy
@NHLstoreNYC  cheering for @TeamNA_WCH and @HC_Men,joy
"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n#funny #pun #punny #lol #hilarious",joy
"So today, I un armed my silence. My lungs rejoice in freedom. My insides had color too! A woman counted! My jawbone became a razor! For free",joy
LOVE LOVE LOVE #smile #fun #relaxationiskey,joy
"If you simply act out of kindness, strength, and optimism, today will be the best day ever! @Tarleton_KINE @DrKaylaPeak @jssimpson9",joy
Great to meet @BrightonChoir @MJParanzino tonight. What a lively and enthusiastic bunch! Look forward to working with you again!,joy
@RealestCastiel just sitting close to him for an extended period of time was exhilarating because he's so beautiful and lively lol,joy
For what a beautiful day. ,joy
"Eve, Izzy, and Paige cheerfully sing songs together.",joy
"@Nikhilv95 @LydiajaneF I wish, I really, truly wish, that I had just a modicum of your banter. #hilarious",joy
@DavuuWart this is hilarious !!,joy
@Bluebelle89 @lsmith855 liking the optimism,joy
I turn 25 in two weeks. I am so happy. 24 was my darkest year yet. I am elated that I survived,joy
Loving @Speechless_ABC so far. Just hilarious and @driverminnie is wonderful. #hilarious #Bravo 👏🏻👏🏻,joy
@RealKyper @NHL watching the jubilant scrum at the end of the day and remembering they're all still kids! #priceless,joy
@ofc_ALDUBQC Glad you gained some cheery vibes just by looking at our Happy Meal! 😊,joy
What an exhilarating last minute of overtime #WCH2016,joy
@joemrusso happy birthdayyyyyy pretty. Miss you!,joy
At the end of the day you gotta be #happy for you.,joy
"@gardiner_love : Thank you so much, Gloria! You're so sweet, and thoughtful! You just made my day more joyful! I love you too! 😊💕",joy
@1xfly you sir are hilarious,joy
@madisenrb she's so sweet &amp; playful 😍,joy
"When you wake up from a dream laughing at something stupid, and that makes you laugh more ",joy
"You must be knowing #blithe means (adj.)  Happy, cheerful.",joy
"I really love the customer service @LifeProof they're always so nice, helpful and cheerful !",joy
@JamieNicks_ it makes complete sense and i'm elated to hear this :],joy
Drawing mini-comics is joyful; folding mini-comics is meditative and relaxing. I think I need to do them for more than just Halloween...,joy
@lennyabrahamson May I send you a copy of #HeroTheGreyhound? Either e-book or real paper one! A boy and a greyhound #smiles #tears #laughter,joy
@GameGrumps THANK YOU SO MUCH FOR COMING TO DETROIT I'm going to sob joyful rainbows now brb,joy
@dressenn @amerson6562 @RosaTrunk @iam_spl_ @michaelk487 @Silau25 \nGA🙋 Have a joyful day,joy
#terribledebatequestions has given me so many laughs this afternoon! Thanks Twitter!  #cleverpeople,joy
@Steeeevie_ breezy luvvvv,joy
@Jen_Lee @mostlymartha @edotwoods we just found thin mints in a freezer clean. i couldn't be more elated.,joy
@Matalan when the lady in Xmas dept answers your call as 'hello mrs Xmas' yep true story #winning #Xmas #cheer #goodcustomerservice ❤ 📞👍😊,joy
Your #smile is a messenger of your good will.,joy
@Nick_Offerman I'll be there!! Can't wait for all the #mirth!,joy
"Of cheerfulness, or a good temper - the more it is spent, the more of it remains.",joy
@itsyourgirl_Z happy birthday :) have a blessed day love from Toronto :) #bday #smile,joy
Asked one thing from our guys tonight and got it! #happy #proud #disappointed - THAT IS FOOTBALL #timetoclimbthetable,joy
@B4caferacer I see things in  the clouds that others can't see so I can #elate,joy
It feels good to get outside for a minute and get some fresh air.  It's hard to stay cooped up inside all day ,joy
love to play underlord while listening to cheery anime music,joy
Food that gets delivered 😍🙌🏻  ,joy
tfw you're en-route to your future :) !! @HUCJIR i'm coming for ya! #openhouse #futurecantor #exhilarating #NYCletsgo,joy
These girls who are playful and childlike seem to have such lovely relationships. Can't imagine them having serious convos but it's cute  😍😍,joy
@MericanMainer AWW. I had a Maine Coon when I was little named Ted Eddy the Wonder Cat. They're such good cats! Very playful and sweet,joy
"Watching football matches without commentary is something that I rejoice, found a transmission of City’s match like that today, joyful.",joy
Happy #internationaldayofpeace everyone hoping that the world becomes a better place less division more happiness keep smiling. 😄😄❤️,joy
*violently screams at the four winds* WE AINT EVER GETTING OLDER *cute jovial rhythm starts* *moves hips along and waves arms in the air*,joy
I love this hearty negro laugh jade and @XavierDLeau let out re:lochte 😂😂,joy
Kayaking is merriment together with sevylor inflatable kayaks: eYGgJxMl,joy
Watch this amazing live.ly broadcast by @maisiev #lively #musically,joy
"TheNiceBot: IndyMN I thought the holidays could not get any more cheerful, and then I met you. #TheNiceBot #الخفجي",joy
@sydneyswans #cheer #cheer the #red and #white we are now off to #grand final to #win the #fight. Thanks @JetstarAirways,joy
It's so breezy I love it 🌬️🍃💛,joy
Omg I'm outside making beats with garageband and some little birds  decided to chirp along （≧∇≦）,joy
Today is the first time any math professor let us live early before the class time !!! #15 min #feelsgood #happy #wednesday #,joy
Melissa Benoist and Grant Gustin HAVE to do a musical crossover episode! #glee origins #arrowverse,joy
So happy my next class is canceled bc..im od tired 😭,joy
A delight to be at the Lane tonight and witness the debuts of some young talent that could be the backbone of our club!! #COYS,joy
"The Lord thy God in the midst of thee is mighty; he will save, he will rejoice over thee with joy; \nZephaniah 3:17 KJV",joy
"Be happy not because everything is good, but because you can see the good side of everything ",joy
Happy Birthday @Brooke56_56 #cheer #cheerchick #jeep #jeepgirl #IDriveAJeep #jeepjeep #Cheer,joy
@LethbridgeCity I love how playful you guys are becoming -- both on- and offline! 🚗 🚕 🚙 #beepbeep,joy
@JessicaZ00 @ZRlondon ditto!! Such an amazing atmosphere! #PhilippPlein #cheerleaders #stunt #LondonEvents #cheer,joy
@Zerfash — can't wait.' She said cheerfully and grinned.,joy
Good morning joyful people. Choose happiness to have a great day today #morning  #happiness #grandmercurejktkemayoran,joy
Do what makes you successful and #happy now and forever,joy
hilarity ensues,joy
"@mcharlesworth7 Forget the hair, that salon looks so light &amp; cheery! Would go there for a coffee &amp; read a book!",joy
